indice,dato,tipo_dato,descripcion,quintil,anyo,valor,secreto
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2021,8.47,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2020,7.26,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2019,10.66,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2018,10.77,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2017,11.01,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2016,11.01,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2015,10.18,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2014,9.53,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2013,9.2,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2012,9.65,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2011,9.96,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2010,10.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2009,10.21,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2008,10.23,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2007,11.09,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 4,2006,10.44,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2023,12.4,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2022,11.7,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2021,9.83,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2020,8.27,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2019,11.1,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2018,11.53,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2017,12.1,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2016,11.55,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2015,11.4,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2014,10.45,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2013,10.06,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2012,10.31,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2011,10.68,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2010,10.56,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2009,10.66,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2008,10.81,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2007,11.15,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes verticales), Quintil 5,2006,10.92,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2023,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2022,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2021,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2020,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2019,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2018,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2017,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2016,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2015,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2014,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2013,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2012,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2011,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2010,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2009,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2008,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2007,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Total,2006,100.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2023,4.79,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2022,5.13,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2021,4.92,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2020,4.92,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2019,5.43,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2018,5.2,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2017,5.4,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2016,5.35,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2015,5.26,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2014,5.16,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2013,5.39,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2012,5.71,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2011,5.82,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2010,5.99,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2009,6.09,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2008,6.35,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2007,5.8,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 1,2006,5.74,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2023,10.5,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2022,10.21,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2021,9.81,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2020,9.16,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2019,11.01,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2018,10.47,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2017,10.52,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2016,10.47,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2015,10.55,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2014,10.7,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2013,11.16,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2012,11.41,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2011,11.36,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2010,11.31,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2009,12.04,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2008,12.03,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2007,12.11,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 2,2006,11.83,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2023,16.69,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2022,16.28,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2021,16.36,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2020,15.78,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2019,17.66,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2018,17.39,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2017,17.38,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2016,16.86,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2015,16.28,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2014,16.75,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2013,16.41,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2012,16.99,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2011,17.1,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2010,17.31,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2009,17.88,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2008,17.91,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2007,17.73,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 3,2006,17.64,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2023,25.19,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2022,24.92,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2021,24.91,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2020,25.4,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2019,25.62,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2018,25.48,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2017,24.76,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2016,25.9,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2015,25.03,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2014,25.14,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2013,24.88,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2012,25.02,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2011,24.78,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2010,25.01,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2009,24.25,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2008,24.23,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2007,24.53,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 4,2006,24.56,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2023,42.84,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2022,43.45,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2021,44.0,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2020,44.74,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2019,40.28,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2018,41.47,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2017,41.94,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2016,41.43,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2015,42.88,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2014,42.26,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2013,42.17,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2012,40.87,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2011,40.94,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2010,40.37,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2009,39.74,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2008,39.48,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2007,39.84,False
Total Nacional, Restaurantes y hoteles, Dato base, Distribución (porcentajes horizontales), Quintil 5,2006,40.23,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2023,2409.58,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2022,2363.88,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2021,2216.18,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2020,2108.35,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2019,2290.88,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2018,2297.98,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2017,2261.39,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2016,2214.87,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2015,2031.15,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2014,2038.78,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2013,2016.28,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2012,2121.18,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2011,2161.83,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2010,2194.34,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2009,2329.78,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2008,2384.45,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2007,2405.03,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Total,2006,2351.86,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2023,1103.1,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2022,1110.83,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2021,1078.5,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2020,973.68,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2019,993.93,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2018,979.69,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2017,974.97,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2016,923.3,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2015,839.92,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2014,812.34,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2013,831.32,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2012,869.47,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2011,896.02,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2010,879.9,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2009,929.5,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2008,925.22,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2007,831.41,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 1,2006,751.58,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2023,1710.1,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2022,1650.92,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2021,1592.85,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2020,1465.56,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2019,1573.03,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2018,1527.32,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2017,1518.15,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2016,1496.72,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2015,1317.87,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2014,1321.97,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2013,1330.52,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2012,1370.41,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2011,1446.64,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2010,1418.99,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2009,1487.6,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2008,1551.71,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2007,1494.81,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 2,2006,1355.91,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2023,2158.46,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2022,2109.86,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2021,1993.36,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2020,1890.86,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2019,2060.64,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2018,2110.46,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2017,1986.83,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2016,1941.57,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2015,1776.14,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2014,1753.0,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2013,1742.41,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2012,1846.47,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2011,1900.58,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2010,1920.12,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2009,1979.55,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2008,2006.49,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2007,2028.8,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 3,2006,1949.95,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2023,2887.24,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2022,2826.58,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2021,2566.89,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2020,2362.95,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2019,2669.75,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2018,2666.03,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2017,2649.28,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2016,2608.04,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2015,2314.96,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2014,2314.41,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2013,2266.11,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2012,2413.36,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2011,2399.65,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2010,2504.98,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2009,2579.99,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2008,2748.35,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2007,2629.38,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 4,2006,2631.83,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2023,4189.0,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2022,4121.21,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2021,3849.29,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2020,3848.68,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2019,4157.06,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2018,4206.42,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2017,4177.7,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2016,4104.75,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2015,3906.84,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2014,3992.19,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2013,3911.06,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2012,4106.19,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2011,4166.25,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2010,4247.72,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2009,4672.24,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2008,4690.51,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2007,5040.76,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por hogar, Quintil 5,2006,5070.02,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2023,969.26,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2022,956.97,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2021,892.73,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2020,847.24,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2019,920.47,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2018,924.61,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2017,908.51,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2016,888.5,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2015,811.91,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2014,811.31,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2013,795.76,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2012,828.42,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2011,835.55,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2010,838.97,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2009,881.15,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2008,892.69,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2007,891.99,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Total,2006,864.34,False
